TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;4  RUE MARTIN BERNARD;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.351328775975897, 48.826899102018096]], ""type"": ""MultiPoint""}";48.826899102018096, 2.351328775975897
SANISETTE;;3  RUE MAURICE NOGUES;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3053437560750227, 48.826231659312086]], ""type"": ""MultiPoint""}";48.826231659312086, 2.3053437560750227
SANISETTE;;face au 297 BOULEVARD RASPAIL;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3321187697714456, 48.83481048849863]], ""type"": ""MultiPoint""}";48.83481048849863, 2.3321187697714456
TOILETTES;;JARDIN CYPRIAN KAMIL NORWID;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-cyprian-norwid-2859;"{""coordinates"": [[2.377540668531616, 48.828118124938314]], ""type"": ""MultiPoint""}";48.828118124938314, 2.377540668531616
TOILETTES;;BOIS DE BOULOGNE;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.252324088204249, 48.865617431628074]], ""type"": ""MultiPoint""}";48.865617431628074, 2.252324088204249
TOILETTES;;BOIS DE BOULOGNE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.246175582871884, 48.870565647115654]], ""type"": ""MultiPoint""}";48.870565647115654, 2.246175582871884
TOILETTES;;BOIS DE VINCENNES;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.414299843157846, 48.832777621760634]], ""type"": ""MultiPoint""}";48.832777621760634, 2.414299843157846
TOILETTES;;BOIS DE VINCENNES;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.4204189876204447, 48.84310448474707]], ""type"": ""MultiPoint""}";48.84310448474707, 2.4204189876204447
TOILETTES;;JARDIN JEAN-CLAUDE NICOLAS FORESTIER;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-jean-claude-nicolas-forestier-2554;"{""coordinates"": [[2.3480724076166646, 48.818848096444846]], ""type"": ""MultiPoint""}";48.818848096444846, 2.3480724076166646
TOILETTES;;SQUARE SAINTE-ODILE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-sainte-odile-2642;"{""coordinates"": [[2.2935815375928916, 48.88785096721723]], ""type"": ""MultiPoint""}";48.88785096721723, 2.2935815375928916
TOILETTES;;SQUARE BOUCICAUT;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-boucicaut-2462;"{""coordinates"": [[2.3256456465969055, 48.85111943873878]], ""type"": ""MultiPoint""}";48.85111943873878, 2.3256456465969055
TOILETTES;;SQUARE D'ANVERS-JEAN-CLAUDE CARRIERE;75009;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-d-anvers-2468;"{""coordinates"": [[2.3441329532517114, 48.88238662077099]], ""type"": ""MultiPoint""}";48.88238662077099, 2.3441329532517114
TOILETTES;;SQUARE ALEX BISCARRE;75009;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alex-biscarre-2464;"{""coordinates"": [[2.336728380224635, 48.87858749586786]], ""type"": ""MultiPoint""}";48.87858749586786, 2.336728380224635
TOILETTES;;SQUARE JULES VERNE;75011;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-jules-verne-2841;"{""coordinates"": [[2.375293808714896, 48.8700197118485]], ""type"": ""MultiPoint""}";48.8700197118485, 2.375293808714896
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.382729246215703, 48.879452251121414]], ""type"": ""MultiPoint""}";48.879452251121414, 2.382729246215703
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75001;:;Non;;;"{""coordinates"": [[2.3461220503761924, 48.8573418185966]], ""type"": ""MultiPoint""}";48.8573418185966, 2.3461220503761924
URINOIR;;RUE BOSSUET;75010;;Non;Non;;"{""coordinates"": [[2.3523454278624807, 48.878782534922934]], ""type"": ""MultiPoint""}";48.878782534922934, 2.3523454278624807
URINOIR;;En aval du pont de Sully;75004;SB : Fermé // SH : 10h - 22h // STH : 9h - 2h;OUI;NON;;"{""coordinates"": [[2.3606999770850083, 48.852020025542224]], ""type"": ""MultiPoint""}";48.852020025542224, 2.3606999770850083
SANISETTE;;25  AVENUE DE LOWENDAL;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3035640343865773, 48.84918470841581]], ""type"": ""MultiPoint""}";48.84918470841581, 2.3035640343865773
SANISETTE;;35 RUE D'ALSACE;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3585432997295994, 48.8786704988266]], ""type"": ""MultiPoint""}";48.8786704988266, 2.3585432997295994
SANISETTE;;PLACE DE L ADJUDANT VINCENOT;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4093589960588813, 48.87069081129332]], ""type"": ""MultiPoint""}";48.87069081129332, 2.4093589960588813
SANISETTE;;1  RUE PAGANINI;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4113033441834886, 48.85142475093344]], ""type"": ""MultiPoint""}";48.85142475093344, 2.4113033441834886
SANISETTE;;Jardin DES HALLES ALLEE BLAISE CENDRARS SUD OUEST;75001;6 h - 22 h;Oui;;;"{""coordinates"": [[2.344254327997257, 48.86222166635748]], ""type"": ""MultiPoint""}";48.86222166635748, 2.344254327997257
SANISETTE;;90  BOULEVARD DE SEBASTOPOL;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3525443661897643, 48.86601791753036]], ""type"": ""MultiPoint""}";48.86601791753036, 2.3525443661897643
SANISETTE;;14  RUE SAINT MARTIN;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3497975940056186, 48.8582009673634]], ""type"": ""MultiPoint""}";48.8582009673634, 2.3497975940056186
SANISETTE;;RUE DE L AVE MARIA;75004;6 h - 22 h;Oui;;;"{""coordinates"": [[2.35958280455361, 48.8532105513978]], ""type"": ""MultiPoint""}";48.8532105513978, 2.35958280455361
SANISETTE;;face au 75 bis RUE MONGE;75005;24 h / 24;Oui;;;"{""coordinates"": [[2.3520729839787102, 48.84312297015194]], ""type"": ""MultiPoint""}";48.84312297015194, 2.3520729839787102
SANISETTE;;9  AVENUE DES GOBELINS;75005;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3511865079039125, 48.83795209152189]], ""type"": ""MultiPoint""}";48.83795209152189, 2.3511865079039125
SANISETTE;;face au 139 BOULEVARD SAINT MICHEL;75006;24 h / 24;Oui;;;"{""coordinates"": [[2.337484628388965, 48.84175443253956]], ""type"": ""MultiPoint""}";48.84175443253956, 2.337484628388965
SANISETTE;;41  PLACE DE FINLANDE;75007;24 h / 24;Oui;;;"{""coordinates"": [[2.3108086227207623, 48.86247699359681]], ""type"": ""MultiPoint""}";48.86247699359681, 2.3108086227207623
SANISETTE;;PLACE VAUBAN;75007;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311319652738003, 48.85362504053927]], ""type"": ""MultiPoint""}";48.85362504053927, 2.311319652738003
SANISETTE;;face au 81 QUAI DE VALMY;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3640739177876027, 48.872581186246975]], ""type"": ""MultiPoint""}";48.872581186246975, 2.3640739177876027
SANISETTE;;135  RUE DE LA ROQUETTE;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3839455513954175, 48.85869214568334]], ""type"": ""MultiPoint""}";48.85869214568334, 2.3839455513954175
SANISETTE;;8  PLACE LEON BLUM;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.380242666953581, 48.858313178936015]], ""type"": ""MultiPoint""}";48.858313178936015, 2.380242666953581
SANISETTE;;1129  BOULEVARD JULES FERRY;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.368575496201812, 48.86729232571321]], ""type"": ""MultiPoint""}";48.86729232571321, 2.368575496201812
SANISETTE;;88  RUE DE LYON;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3702859575639397, 48.85084677653922]], ""type"": ""MultiPoint""}";48.85084677653922, 2.3702859575639397
SANISETTE;;face au 159 AVENUE DE CHOISY;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3584532011028303, 48.828198365793185]], ""type"": ""MultiPoint""}";48.828198365793185, 2.3584532011028303
SANISETTE;;face au 97 RUE DU CHEVALERET;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}";48.83032574552438, 2.375200718397584
SANISETTE;;BOULEVARD DE L HOPITAL;75013;6 h - 1 h;Oui;;;"{""coordinates"": [[2.361754666816277, 48.83963427904554]], ""type"": ""MultiPoint""}";48.83963427904554, 2.361754666816277
SANISETTE;;opposé au 17 BOULEVARD AUGUSTE BLANQUI;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3533725291966148, 48.830626246437575]], ""type"": ""MultiPoint""}";48.830626246437575, 2.3533725291966148
SANISETTE;;76 RUE VERCINGETORIX;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3155322395736504, 48.835617670071656]], ""type"": ""MultiPoint""}";48.835617670071656, 2.3155322395736504
TOILETTES;;SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT;75018;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-maurice-kriegel-valrimont-ex-de-clignancourt-2651;"{""coordinates"": [[2.3464251036281003, 48.89324524370296]], ""type"": ""MultiPoint""}";48.89324524370296, 2.3464251036281003
TOILETTES;;JARDIN GEORGES DUHAMEL;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.3777156678661813, 48.83197962734259]], ""type"": ""MultiPoint""}";48.83197962734259, 2.3777156678661813
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.4097694489250627, 48.865186750587874]], ""type"": ""MultiPoint""}";48.865186750587874, 2.4097694489250627
TOILETTES;;SQUARE OLAVE ET ROBERT BADEN-POWELL;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-olave-et-robert-baden-powell-ex-bayen-2630;"{""coordinates"": [[2.2906140246442765, 48.88215739533499]], ""type"": ""MultiPoint""}";48.88215739533499, 2.2906140246442765
TOILETTES;;JARDIN CLAIRE MOTTE;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-claire-motte-2820;"{""coordinates"": [[2.304142778577189, 48.89189723662848]], ""type"": ""MultiPoint""}";48.89189723662848, 2.304142778577189
TOILETTES;;JARDIN TERESKA TORRES-LEVIN;75008;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.304961341601859, 48.87581195724887]], ""type"": ""MultiPoint""}";48.87581195724887, 2.304961341601859
TOILETTES;;PARC CHAPELLE CHARBON;75018;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.363820903429186, 48.8966156453422]], ""type"": ""MultiPoint""}";48.8966156453422, 2.363820903429186
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""coordinates"": [[2.3539681991391688, 48.853497166178684]], ""type"": ""MultiPoint""}";48.853497166178684, 2.3539681991391688
URINOIR;;Au niveau du port de Solférino;75007;SB : 10h - 18h30 // SH : 10h - 22h // STH : 9h - 2;OUI;NON;;"{""coordinates"": [[2.322282598634098, 48.86181155586209]], ""type"": ""MultiPoint""}";48.86181155586209, 2.322282598634098
SANISETTE;;10  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3311870200941534, 48.83301508320707]], ""type"": ""MultiPoint""}";48.83301508320707, 2.3311870200941534
SANISETTE;;AVENUE DE SUFFREN;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3089094901802656, 48.84602312009649]], ""type"": ""MultiPoint""}";48.84602312009649, 2.3089094901802656
SANISETTE;;RUE SAINT CHARLES;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.277982871077299, 48.83807356302149]], ""type"": ""MultiPoint""}";48.83807356302149, 2.277982871077299
SANISETTE;;139  RUE DE L ABBE GROULT;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3025957465389464, 48.83566847382634]], ""type"": ""MultiPoint""}";48.83566847382634, 2.3025957465389464
SANISETTE;;4  AVENUE NIEL;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2944737300799924, 48.878920797483694]], ""type"": ""MultiPoint""}";48.878920797483694, 2.2944737300799924
SANISETTE;;74  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3271840142740863, 48.89193708249991]], ""type"": ""MultiPoint""}";48.89193708249991, 2.3271840142740863
SANISETTE;;96  BOULEVARD BARBES;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3497411441355127, 48.89143639044488]], ""type"": ""MultiPoint""}";48.89143639044488, 2.3497411441355127
SANISETTE;;60  BOULEVARD DE LA CHAPELLE;75018;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3551514770967157, 48.88420515990784]], ""type"": ""MultiPoint""}";48.88420515990784, 2.3551514770967157
SANISETTE;;11  RUE FRANCIS DE CROISSET;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3444579980601925, 48.899388215542245]], ""type"": ""MultiPoint""}";48.899388215542245, 2.3444579980601925
SANISETTE;;14  RUE MEYNADIER;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3834505083083934, 48.8835019855066]], ""type"": ""MultiPoint""}";48.8835019855066, 2.3834505083083934
SANISETTE;;26 bis AVENUE CORENTIN CARIOU;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.385653355685059, 48.89731268179252]], ""type"": ""MultiPoint""}";48.89731268179252, 2.385653355685059
SANISETTE;;3  RUE BOTZARIS;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3812508300153157, 48.87786391435843]], ""type"": ""MultiPoint""}";48.87786391435843, 2.3812508300153157
SANISETTE;;109  BOULEVARD DE SEBASTOPOL;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352726650613102, 48.86681987649092]], ""type"": ""MultiPoint""}";48.86681987649092, 2.352726650613102
SANISETTE;;2  RUE MORNAY;75004;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3661231938135674, 48.84947496221174]], ""type"": ""MultiPoint""}";48.84947496221174, 2.3661231938135674
SANISETTE;;9  BOULEVARD SAINT GERMAIN;75005;6 h - 22 h;Oui;;;"{""coordinates"": [[2.354846182358343, 48.84933026260387]], ""type"": ""MultiPoint""}";48.84933026260387, 2.354846182358343
SANISETTE;;face au 85 bis BOULEVARD DE MAGENTA;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3551009006238224, 48.87715340155666]], ""type"": ""MultiPoint""}";48.87715340155666, 2.3551009006238224
SANISETTE;;face au 61 BOULEVARD AUGUSTE BLANQUI;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3494254408649047, 48.82948471703287]], ""type"": ""MultiPoint""}";48.82948471703287, 2.3494254408649047
TOILETTES;;SQUARE JEAN XXIII;75004;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-jean-xxiii-35;"{""coordinates"": [[2.351064327131835, 48.85284931542226]], ""type"": ""MultiPoint""}";48.85284931542226, 2.351064327131835
TOILETTES;;SQUARE FLORENCE BLUMENTHAL;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-florence-blumenthal-2523;"{""coordinates"": [[2.3673178731393754, 48.827498385447356]], ""type"": ""MultiPoint""}";48.827498385447356, 2.3673178731393754
TOILETTES;;JARDIN DURANTON;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-duranton-2534;"{""coordinates"": [[2.285555470451857, 48.84127764690941]], ""type"": ""MultiPoint""}";48.84127764690941, 2.285555470451857
TOILETTES;;BOIS DE BOULOGNE;75016;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.24571855392109, 48.868443030700334]], ""type"": ""MultiPoint""}";48.868443030700334, 2.24571855392109
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.3409114177677273, 48.8213968803319]], ""type"": ""MultiPoint""}";48.8213968803319, 2.3409114177677273
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3807900741875963, 48.87685545505606]], ""type"": ""MultiPoint""}";48.87685545505606, 2.3807900741875963
TOILETTES;;SQUARE FRANCIS LEMARQUE;75011;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-francis-lemarque-2844;"{""coordinates"": [[2.3766995953652805, 48.85600860592317]], ""type"": ""MultiPoint""}";48.85600860592317, 2.3766995953652805
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3873090506008023, 48.88106418703482]], ""type"": ""MultiPoint""}";48.88106418703482, 2.3873090506008023
TOILETTES;;SQUARE THEODORE MONOD;75005;Voir fiche équipement;Non;;;"{""coordinates"": [[2.353943110508907, 48.838735231144916]], ""type"": ""MultiPoint""}";48.838735231144916, 2.353943110508907
TOILETTES;;PARC CHAPELLE CHARBON;75018;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.362718132802322, 48.89705716284851]], ""type"": ""MultiPoint""}";48.89705716284851, 2.362718132802322
URINOIR;;PLACE HENRI FRENAY;75012;;Non;Non;;"{""coordinates"": [[2.3757608165436976, 48.84510802181111]], ""type"": ""MultiPoint""}";48.84510802181111, 2.3757608165436976
SANISETTE;;face au 41 RUE DES MORILLONS;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2994986792907017, 48.833125724631195]], ""type"": ""MultiPoint""}";48.833125724631195, 2.2994986792907017
SANISETTE;;PLACE DE LA PORTE D AUTEUIL;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.257177590169266, 48.84844378816905]], ""type"": ""MultiPoint""}";48.84844378816905, 2.257177590169266
SANISETTE;;opposé au 22 BOULEVARD DES BATIGNOLLES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3252302106330136, 48.883097551132884]], ""type"": ""MultiPoint""}";48.883097551132884, 2.3252302106330136
SANISETTE;;RUE GERARD DE NERVAL;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.335106237051472, 48.900593180041575]], ""type"": ""MultiPoint""}";48.900593180041575, 2.335106237051472
SANISETTE;;face au 154 RUE ORDENER;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.336892089522722, 48.893502448951644]], ""type"": ""MultiPoint""}";48.893502448951644, 2.336892089522722
SANISETTE;;face au 121 RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.404517268525504, 48.85704901565085]], ""type"": ""MultiPoint""}";48.85704901565085, 2.404517268525504
SANISETTE;;6  AVENUE DE LA PORTE DE MONTREUIL;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.41151638346449, 48.8538097035955]], ""type"": ""MultiPoint""}";48.8538097035955, 2.41151638346449
SANISETTE;;4  RUE FERNAND LEGER;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3891241372623946, 48.863772755075985]], ""type"": ""MultiPoint""}";48.863772755075985, 2.3891241372623946
SANISETTE;;55  BOULEVARD DE SEBASTOPOL;75001;6 h - 22 h;Oui;;;"{""coordinates"": [[2.350203080907766, 48.86231318303236]], ""type"": ""MultiPoint""}";48.86231318303236, 2.350203080907766
SANISETTE;;107  RUE RAMBUTEAU;75001;24 h / 24;Oui;;;"{""coordinates"": [[2.3463926621024567, 48.86274833004128]], ""type"": ""MultiPoint""}";48.86274833004128, 2.3463926621024567
SANISETTE;;27  BOULEVARD POISSONNIERE;75002;24 h / 24;Oui;;;"{""coordinates"": [[2.343654073079781, 48.87129988583525]], ""type"": ""MultiPoint""}";48.87129988583525, 2.343654073079781
SANISETTE;;123  RUE SAINT ANTOINE;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.3604197018845543, 48.85530319788791]], ""type"": ""MultiPoint""}";48.85530319788791, 2.3604197018845543
SANISETTE;;40  RUE DE SEVRES;75007;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3230546550811466, 48.849834876751956]], ""type"": ""MultiPoint""}";48.849834876751956, 2.3230546550811466
SANISETTE;;130 ter BOULEVARD DE CLICHY;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.328969615964756, 48.884214349237084]], ""type"": ""MultiPoint""}";48.884214349237084, 2.328969615964756
SANISETTE;;20  BOULEVARD SAINT MARTIN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3561732757321083, 48.86899965631391]], ""type"": ""MultiPoint""}";48.86899965631391, 2.3561732757321083
SANISETTE;;RUE DU FAUBOURG SAINT DENIS;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.356251357404312, 48.8757753917552]], ""type"": ""MultiPoint""}";48.8757753917552, 2.356251357404312
SANISETTE;;opposé au 96 RUE OBERKAMPF;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.37760700928088, 48.86577022799763]], ""type"": ""MultiPoint""}";48.86577022799763, 2.37760700928088
SANISETTE;;opposé au 52 bis BOULEVARD RICHARD LENOIR;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.372002006655197, 48.85930978120497]], ""type"": ""MultiPoint""}";48.85930978120497, 2.372002006655197
SANISETTE;;111  AVENUE DAUMESNIL;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.380317848061343, 48.844984452236055]], ""type"": ""MultiPoint""}";48.844984452236055, 2.380317848061343
SANISETTE;;46  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.356532495500218, 48.828056558519]], ""type"": ""MultiPoint""}";48.828056558519, 2.356532495500218
SANISETTE;;BOULEVARD ARAGO;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3463699074489197, 48.83496155198776]], ""type"": ""MultiPoint""}";48.83496155198776, 2.3463699074489197
SANISETTE;;1  RUE EMILE LEVASSOR;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369013887547525, 48.82124040430335]], ""type"": ""MultiPoint""}";48.82124040430335, 2.369013887547525
SANISETTE;;146  BOULEVARD DE L HOPITAL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3561641662734525, 48.83258393040572]], ""type"": ""MultiPoint""}";48.83258393040572, 2.3561641662734525
SANISETTE;;opposé au 41 RUE ESQUIROL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3600487107112302, 48.83582254764488]], ""type"": ""MultiPoint""}";48.83582254764488, 2.3600487107112302
TOILETTES;;SQUARE EMMANUEL FLEURY;75020;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-emmanuel-fleury-2720;"{""coordinates"": [[2.4112649493156337, 48.87081299107255]], ""type"": ""MultiPoint""}";48.87081299107255, 2.4112649493156337
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.2685112822119478, 48.843817611869724]], ""type"": ""MultiPoint""}";48.843817611869724, 2.2685112822119478
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.37992746862574, 48.878124297106616]], ""type"": ""MultiPoint""}";48.878124297106616, 2.37992746862574
TOILETTES;;SQUARE D'ESTIENNE D'ORVES;75009;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-d-estienne-d-orves-2472;"{""coordinates"": [[2.331288517935493, 48.876842785637415]], ""type"": ""MultiPoint""}";48.876842785637415, 2.331288517935493
TOILETTES;;JARDIN DE REUILLY - PAUL PERNIN;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-reuilly-paul-pernin-2573;"{""coordinates"": [[2.3882835200147157, 48.84285654035907]], ""type"": ""MultiPoint""}";48.84285654035907, 2.3882835200147157
TOILETTES;;JARDIN DES SERRES D'AUTEUIL;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-tchad-2622;"{""coordinates"": [[2.2528237722993447, 48.846002972916274]], ""type"": ""MultiPoint""}";48.846002972916274, 2.2528237722993447
TOILETTES;;PARC DE BELLEVILLE;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-des-couronnes-2748;"{""coordinates"": [[2.384968920960215, 48.87154116048027]], ""type"": ""MultiPoint""}";48.87154116048027, 2.384968920960215
TOILETTES;;PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING;75017;Voir fiche équipement;Non;;;"{""coordinates"": [[2.315752564171945, 48.89010284437884]], ""type"": ""MultiPoint""}";48.89010284437884, 2.315752564171945
WC PUBLICS PERMANENTS;;En amont du pont Neuf;75001;SB : 10h - 18h30 // SH : 10h - 22h // STH : 9h - 2;OUI;NON;;"{""coordinates"": [[2.343958417433318, 48.8579751887463]], ""type"": ""MultiPoint""}";48.8579751887463, 2.343958417433318
URINOIR;;Au niveau du port du Gros Caillou;75007;SB : 10h - 18h30 // SH : 10h - 22h // STH : 9h - 2;OUI;NON;;"{""coordinates"": [[2.309290127936604, 48.86295077664941]], ""type"": ""MultiPoint""}";48.86295077664941, 2.309290127936604
URINOIR;;Canal Saint-Martin à proximité de la rue des Écluses Saint-Martin;75010;SB : Fermé // SH : 00h - 24h // STH : 00h - 24h;NON;NON;;"{""coordinates"": [[2.365681171241952, 48.87730188795489]], ""type"": ""MultiPoint""}";48.87730188795489, 2.365681171241952
SANISETTE;;face au 231 RUE RAYMOND LOSSERAND;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3056540427590466, 48.827944503703414]], ""type"": ""MultiPoint""}";48.827944503703414, 2.3056540427590466
SANISETTE;;6  BOULEVARD PASTEUR;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.3110142464027987, 48.844736497080476]], ""type"": ""MultiPoint""}";48.844736497080476, 2.3110142464027987
SANISETTE;;QUAI BRANLY;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.2898684016959394, 48.85553274383495]], ""type"": ""MultiPoint""}";48.85553274383495, 2.2898684016959394
SANISETTE;;101  BOULEVARD DE MONTMORENCY;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2605336150733986, 48.848331615372416]], ""type"": ""MultiPoint""}";48.848331615372416, 2.2605336150733986
SANISETTE;;9  QUAI LOUIS BLERIOT;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2778909899783444, 48.85083039519225]], ""type"": ""MultiPoint""}";48.85083039519225, 2.2778909899783444
SANISETTE;;face au 2 AVENUE DE WAGRAM;75017;24 h / 24;Oui;;;"{""coordinates"": [[2.2956974316517043, 48.87494771234442]], ""type"": ""MultiPoint""}";48.87494771234442, 2.2956974316517043
SANISETTE;;face au 10 BOULEVARD DES BATIGNOLLES;75017;24 h / 24;Oui;;;"{""coordinates"": [[2.32631183007512, 48.88334503192715]], ""type"": ""MultiPoint""}";48.88334503192715, 2.32631183007512
