Identifiant marché;Nom court;Nom complet;Produit;Arrondissement;Localisation;Jours de tenue;LUNDI;MARDI;MERCREDI;JEUDI;VENDREDI;SAMEDI;DIMANCHE;Secteur;Gestionnaire;Linéaire commercial;Heure début en semaine;Heure fin en semaine;Heure début le samedi;Heure fin le samedi;Heure début le dimanche;Heure fin le dimanche;geo_shape;geo_point_2d
43;LECOURBE;MARCHÉ LECOURBE;Alimentaire;15;rue Lecourbe, coté pair, entre les rues Vasco-de-Gama et Leblanc;mercredi, samedi;0;0;1;0;0;1;0;B;Dadoun;245.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[2.2834604643722587, 48.83685786123121], [2.2834252394513435, 48.83684364696191], [2.283426641240322, 48.83684236925502], [2.2834218069777377, 48.836840910289666], [2.2834169182253827, 48.83683954992885], [2.2834119736206984, 48.83683828816434], [2.283385126569119, 48.83684743944185], [2.2833828124141506, 48.83684660265047], [2.2833804827915727, 48.83684580084193], [2.283378126914274, 48.83684502585729], [2.2833153491293308, 48.836824215056346], [2.283146499281592, 48.83676917155755], [2.2830695844542426, 48.83674385727541], [2.2827918192172447, 48.83665266481266], [2.2826647781287868, 48.83661095089777], [2.2826292504432004, 48.83659837053452], [2.282594404082261, 48.83658499110568], [2.282560281179395, 48.83657082005961], [2.2824001350676233, 48.836505259143], [2.2822339318679807, 48.83643713981317], [2.28221452821284, 48.8364290378304], [2.281940222871646, 48.836316361863574], [2.281864977277678, 48.8362858764128], [2.281736874373245, 48.83623314407142], [2.281775752666433, 48.83635679509066], [2.2825025011616122, 48.836650288441085], [2.2825028821379094, 48.83665042383371], [2.2825032781119194, 48.83665055841699], [2.2825036590883245, 48.83665069380961], [2.2827261706100805, 48.83672833482492], [2.2827909764336902, 48.83675094695412], [2.282811579334623, 48.836758447154104], [2.2829650525332035, 48.836810416628786], [2.2830516759055914, 48.83683891089532], [2.2832200511348746, 48.8368932069981], [2.2832598828199946, 48.83690669705514], [2.2833191348309962, 48.836926608069895], [2.2833229748989727, 48.83692774270412], [2.28332671934762, 48.83692899458326], [2.283330369304263, 48.83693038080217], [2.283339351312823, 48.837001364631206], [2.2834009717424992, 48.83699766234531], [2.2834016810675544, 48.83699730234848], [2.283484092193561, 48.83695345691154], [2.2834874878699156, 48.83694975294551], [2.28349039417279, 48.83694586977072], [2.2834927686357105, 48.836941824220844], [2.2834946118793975, 48.83693767026211], [2.2834958978964286, 48.83693341673248], [2.2834966096961593, 48.836929110297596], [2.2834967509083484, 48.83692478425613], [2.2834963335221143, 48.83692045846601], [2.2834962448019525, 48.8369147217284], [2.283495759388699, 48.83690900150134], [2.283494893729125, 48.83690329068834], [2.2834915447599236, 48.83688882938188], [2.2834909485554413, 48.83688561864338], [2.283489957875851, 48.83688246130307], [2.2834885575999384, 48.83687936716349], [2.2834867624658277, 48.83687635430035], [2.2834846006124794, 48.836873457058395], [2.2834820690434, 48.836870695205924], [2.2834791976180595, 48.83686807701611], [2.2834759995889793, 48.83686562954955], [2.283472500592809, 48.83686337094728], [2.2834687291268434, 48.83686130947432], [2.2834647120540503, 48.83685947317213], [2.2834604643722587, 48.83685786123121]]], ""type"": ""Polygon""}";48.83663592783859, 2.2826365759195135
16;CHARONNE;MARCHÉ CHARONNE;Alimentaire;11;terre-plein du boulevard de Charonne entre le n° 131 du bd  et la rue Alexandre-Dumas;mercredi, samedi;0;0;1;0;0;1;0;A;Bensidoun;783.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[[2.3959264903923048, 48.85436121457507], [2.3959224205982053, 48.85436088555237], [2.3959183210848884, 48.85436088644064], [2.3959142518254275, 48.8543612166432], [2.395906980267806, 48.854362684543545], [2.395903328538874, 48.85436391260532], [2.3958994690283415, 48.85436566483784], [2.395895614598956, 48.85436803674732], [2.395892699991879, 48.85437045657031], [2.3958903222540147, 48.85437312012921], [2.394929197364931, 48.85560975525158], [2.394329474608489, 48.85638106329076], [2.3943278052187718, 48.856383743890206], [2.3943263505407724, 48.8563864786379], [2.39432511474674, 48.856389260360245], [2.3943241020191732, 48.85639208098417], [2.3943233124627485, 48.85639493151683], [2.3943227502182562, 48.8563978074824], [2.394322418157812, 48.856400696304604], [2.394322316312715, 48.85640359528551], [2.3943224434562422, 48.85640649272739], [2.394322799682313, 48.85640938053664], [2.394323386416551, 48.85641225332436], [2.3943241969495195, 48.85641510206311], [2.394325235463623, 48.856417918679895], [2.3943264952389667, 48.85642069504666], [2.394327972260068, 48.856423424847534], [2.394329665258377, 48.85642609998203], [2.394331567513687, 48.856428712321986], [2.3943336736373886, 48.85643125644402], [2.394335978282686, 48.856433723327584], [2.3943393515964995, 48.85643688182224], [2.3943430497962206, 48.856439879179284], [2.3943470553739084, 48.8564426973231], [2.3943513493752144, 48.856445325365584], [2.394355911524828, 48.8564477488145], [2.394360717416914, 48.85644995675415], [2.394364469736288, 48.856451464165616], [2.3943683367081943, 48.85645283995314], [2.394372306109051, 48.856454080457524], [2.394376368430244, 48.85645518293251], [2.394380512821194, 48.856456142826524], [2.3944310672385107, 48.85647107332889], [2.394435270146277, 48.85647192379672], [2.3944405560558057, 48.85647258458658], [2.394445223881424, 48.85647283484399], [2.39444998519765, 48.85647278069556], [2.394456905178443, 48.85647204047649], [2.3944624983447067, 48.85647089063515], [2.394467068321659, 48.85646947480508], [2.394470751447778, 48.85646814082442], [2.3944746446646303, 48.856466320460456], [2.394478261253472, 48.85646414435366], [2.3944818028585138, 48.85646150110596], [2.394484761204536, 48.85645873439421], [2.394545030752982, 48.85638052092464], [2.3945270958597336, 48.85636881240636], [2.3949002521178318, 48.85588941852957], [2.3952162443092573, 48.855482953047385], [2.395326286279337, 48.85534128714139], [2.3960301416203094, 48.854435191231104], [2.396042128544058, 48.854419510429615], [2.396044177697666, 48.85441191947498], [2.3960436689877453, 48.85440807039168], [2.3960413112831844, 48.85440300954619], [2.3960391373862895, 48.85440031581557], [2.3960364198047306, 48.85439784867464], [2.3960327738833933, 48.85439540113033], [2.396029079980181, 48.85439356580034], [2.3960250344070806, 48.854392087535416], [2.395937348763252, 48.85436388290007], [2.3959342971553834, 48.85436283773996], [2.3959304678311444, 48.85436186869568], [2.3959264903923048, 48.85436121457507]]], [[[2.3942334197415573, 48.85655646964817], [2.3942276143738885, 48.856556175851345], [2.3942217682362643, 48.856556223599775], [2.3942159632039375, 48.856556604314605], [2.3942102401725607, 48.85655731730347], [2.3942046128644967, 48.85655835454177], [2.394199163175834, 48.856559705651854], [2.3941939047139456, 48.856561372501446], [2.394188877231333, 48.8565633355061], [2.394184136813712, 48.85656557696286], [2.3941210905246493, 48.85659817117693], [2.3940891640751163, 48.856614689716956], [2.3940698511789735, 48.85662467180959], [2.3940636397535124, 48.856627885202094], [2.39404432683713, 48.85663786818981], [2.3939990667316327, 48.856661074182526], [2.393689125868357, 48.856821562047124], [2.393529155765632, 48.85690447432872], [2.3932069119314088, 48.857071711124064], [2.392885170211638, 48.85723848821942], [2.39257445923525, 48.85739990815923], [2.3922575208486756, 48.85756268873962], [2.392252617851224, 48.85756553275473], [2.3922481233245554, 48.85756864595015], [2.39224406587854, 48.8575720293706], [2.3922404856761896, 48.85757562835995], [2.392237423824154, 48.857579424240726], [2.392234879253337, 48.85758339182579], [2.3922328932904224, 48.857587493552536], [2.3922314677180254, 48.85759169345626], [2.392230613743641, 48.85759596551269], [2.3922300331983233, 48.85760086670185], [2.392230134025567, 48.85760577674775], [2.3922309166452713, 48.857610659678635], [2.3922323802192373, 48.857615470522845], [2.3922345251776393, 48.857620172409405], [2.392237391561443, 48.8576242538133], [2.3922407616223667, 48.85762815430849], [2.3922446232836565, 48.857631857645366], [2.392248933258626, 48.8576353357243], [2.3922536933192013, 48.85763855347964], [2.39225883408493, 48.85764149976692], [2.3922643435729585, 48.8576441502428], [2.3922701647630342, 48.857646485731415], [2.3922762598093104, 48.85764847906007], [2.392282598718014, 48.85765013097579], [2.392289114928653, 48.85765142225421], [2.3922957799045137, 48.85765234555566], [2.392302540504038, 48.857652899710814], [2.3923093546773195, 48.857653067418596], [2.3923161555384493, 48.857652857332745], [2.392322900838431, 48.85765226923882], [2.392331088994587, 48.85765090693918], [2.392339045967797, 48.85764903263612], [2.3923466896709016, 48.85764667289327], [2.392353950492504, 48.857643836350576], [2.3923541957156647, 48.85764372877486], [2.392354440949313, 48.85764362029983], [2.392354686172574, 48.857643512724096], [2.392393665558622, 48.85762058035363], [2.392391099365071, 48.85760559949632], [2.392655871249355, 48.85746838395429], [2.3929670310050404, 48.85730694540385], [2.393289848983266, 48.85713975355959], [2.3937723633376016, 48.85689062914161], [2.3942672954858626, 48.85663499497364], [2.3942716944308087, 48.856632465792714], [2.3942757377485857, 48.85662969378638], [2.394279400583968, 48.8566267067086], [2.394282667851632, 48.85662351257721], [2.394285498247871, 48.85662014715702], [2.394287865648952, 48.85661663010147], [2.394289769751464, 48.856612987490145], [2.394291182891108, 48.856609254257584], [2.394292104837886, 48.856605450188255], [2.3942925092900875, 48.856601610223606], [2.394292423191055, 48.856597761480415], [2.394291818970612, 48.85659393079958], [2.3942907112017378, 48.85659015422871], [2.3942891255695358, 48.85658644988482], [2.3942870371248093, 48.85658285361541], [2.3942844973420776, 48.85657939266154], [2.3942815101009236, 48.85657608502966], [2.394278085885858, 48.85657296674678], [2.3942742790225244, 48.856570054276084], [2.3942700919962205, 48.856567368315076], [2.3942655790384526, 48.8565649334207], [2.3942607521952515, 48.8565627685401], [2.3942556671444795, 48.85656089104276], [2.3942503360263245, 48.85655931178225], [2.394244828272542, 48.856558037405456], [2.394239185911558, 48.85655708701139], [2.3942334197415573, 48.85655646964817]]]], ""type"": ""MultiPolygon""}";48.856035907753544, 2.394470309614572
82;TIMBRES;MARCHÉ AUX TIMBRES;Timbres;8;Angle des avenues Marigny et Gabriel et contre allée de l'avenue Gabriel;jeudi , samedi, dimanche;0;0;0;1;0;1;1;;Mairie de Paris;;09:00;19:00;09:00;19:00;09:00;19:00;"{""coordinates"": [[[2.3127227088835154, 48.869632152572876], [2.3145846428164862, 48.869042191353444], [2.3146009696449705, 48.86903490842313], [2.314614066452902, 48.86902641626221], [2.3146254036120273, 48.86901458375038], [2.3146324377861514, 48.869000822685244], [2.3146344353371746, 48.86898608127268], [2.3145891834410834, 48.868916340569406], [2.3144439504108005, 48.86871939676059], [2.3142120213325983, 48.86880182680139], [2.3143522149596043, 48.86900251026717], [2.312662590816893, 48.8695363968076], [2.3127227088835154, 48.869632152572876]]], ""type"": ""Polygon""}";48.86919050245046, 2.3138139325901768
36;EDGAR QUINET - CREA;MARCHÉ DE LA CRÉATION EDGAR QUINET;Création artistique;14;terre-plein du boulevard Edgar-Quinet entre les n° 38 et 72;dimanche;0;0;0;0;0;0;1;;EGS;536.0;;;;;10:00;19:00;"{""coordinates"": [[[[2.326742961190742, 48.8406162950437], [2.3266639012017727, 48.84051546456057], [2.326032800205725, 48.8407262538778], [2.3256789957350548, 48.84084433081447], [2.3256605944275615, 48.840850472285005], [2.3253192205400657, 48.840964503625415], [2.325273489355971, 48.84097982001952], [2.3251014696399572, 48.8410374325623], [2.3250259633071333, 48.841062719428216], [2.32501434367493, 48.84106661107617], [2.325096996895088, 48.84116745299246], [2.325185681731259, 48.841137747191866], [2.325211376029571, 48.841129141299916], [2.3252314651431316, 48.84112240864301], [2.3252963072440314, 48.84110067695341], [2.3255602854342756, 48.84101220643812], [2.325760285961556, 48.84094528062233], [2.3259688154864357, 48.84087550117288], [2.326742961190742, 48.8406162950437]]], [[[2.324676314731101, 48.84119451868357], [2.3246733327505185, 48.841194472170095], [2.324670351258353, 48.84119449311178], [2.3246673729328977, 48.84119458512119], [2.3246644005574133, 48.84119474371719], [2.3246614381956476, 48.84119497072154], [2.32465848856095, 48.84119526704882], [2.324655557137988, 48.841195630031955], [2.3246526480024654, 48.84119606059333], [2.324649762516625, 48.8411965587406], [2.3246454878815026, 48.841197428577786], [2.324642679307338, 48.841198089944406], [2.324639906679883, 48.84119881626826], [2.3246371754720534, 48.84119960578152], [2.3246237413951647, 48.84120440450118], [2.3241734125454268, 48.84136513842595], [2.3238092198995988, 48.84149600666339], [2.3233695147354245, 48.841651737765794], [2.3230901271352793, 48.84175155078004], [2.3230816440701423, 48.84175458130742], [2.3231700153752657, 48.841852533925234], [2.323178558515774, 48.84184949473799], [2.3232367808133976, 48.84182878077194], [2.3235877729628203, 48.84170357041451], [2.3237828900839697, 48.84163400584708], [2.3239739851911145, 48.84156627542172], [2.3241296959903184, 48.84151031264134], [2.324496421387885, 48.84137961512507], [2.324629621739634, 48.841331976818665], [2.324718063834348, 48.841300016183986], [2.324721595977509, 48.84129850899913], [2.3247240442711687, 48.84129736623482], [2.3247264278903357, 48.84129616734459], [2.3247287481622014, 48.841294915034204], [2.324732101095702, 48.84129293736827], [2.3247352919930235, 48.84129084636686], [2.324738312586508, 48.84128864917816], [2.3247402275994036, 48.84128712656879], [2.3247420614020795, 48.84128556213009], [2.3247438112695216, 48.84128395584676], [2.3247454758161754, 48.84128230950963], [2.324747050908067, 48.841280626692914], [2.324748537896008, 48.841278908303536], [2.324749931295321, 48.84127715700872], [2.3247512310826073, 48.84127537460701], [2.3247524358722162, 48.84127356288931], [2.3247535456292043, 48.841271724553565], [2.3247545575937076, 48.841269862282275], [2.324755469017621, 48.841267977858664], [2.324756281240111, 48.84126607308901], [2.3247569914895636, 48.84126415155517], [2.3247576011286517, 48.84126221326479], [2.3247581073624635, 48.841260263598386], [2.32475851019101, 48.84125830255582], [2.324758806842884, 48.841256333719016], [2.3247590027327734, 48.841254359816624], [2.324759091037054, 48.84125238170948], [2.3247590771586584, 48.84125040302554], [2.324758958337935, 48.84124842644733], [2.324758733189137, 48.841246453765756], [2.324758405776243, 48.84124448680249], [2.324757974690203, 48.84124252914707], [2.3247574371829147, 48.84124058258268], [2.3247568000431693, 48.841238648946366], [2.3247556531735913, 48.841235779790026], [2.324755219891355, 48.841234833009786], [2.324754280919971, 48.8412329543298], [2.324753240837202, 48.84123109756319], [2.3247521036722745, 48.841229267229565], [2.3247508721499077, 48.841227463344275], [2.3247495434870404, 48.84122569038845], [2.324748124507614, 48.84122394750129], [2.324746612428365, 48.84122223916382], [2.324745011324917, 48.84122056629844], [2.3247433238873354, 48.8412189316185], [2.3247415487298646, 48.841217336914795], [2.3247396912788294, 48.84121578401676], [2.3247376293238515, 48.84121413553085], [2.3247346287846677, 48.841211945724446], [2.3247314578941825, 48.841209863779675], [2.3247281261428823, 48.84120789334754], [2.3247258205662207, 48.84120664460354], [2.3247234502446017, 48.8412054503553], [2.3247210178911812, 48.8412043115176], [2.324718527581673, 48.841203229012706], [2.3247159793043184, 48.84120220374001], [2.3247133811987917, 48.841201238443496], [2.3247107318794273, 48.8412003349141], [2.3247080381815994, 48.84119949139168], [2.324705300058695, 48.841198711473375], [2.3247025216097215, 48.84119799428301], [2.324699708261093, 48.84119734164993], [2.3246968627258537, 48.84119675448885], [2.324693986366654, 48.84119623280737], [2.3246910846214517, 48.84119577753565], [2.3246881615541986, 48.84119539049533], [2.324685218550744, 48.84119506989551], [2.3246822610372906, 48.841194817565494], [2.324679291738944, 48.84119463352072], [2.324676314731101, 48.84119451868357]]]], ""type"": ""MultiPolygon""}";48.84117707756641, 2.324910559219488
68;REUNION;MARCHÉ REUNION;Alimentaire;20;place de la Réunion, et sur la place formée par l'intersection des rues A. Dumas et de Terre neuve;jeudi, dimanche;0;0;0;1;0;0;1;A;Bensidoun;440.0;07:00;13:30;;;07:00;14:30;"{""coordinates"": [[[2.401042101788242, 48.8554985871149], [2.401009257153247, 48.85549801260348], [2.4009764705849204, 48.85549926315018], [2.400943943890596, 48.85550232987253], [2.4009119390484894, 48.855507186202544], [2.4008806579799256, 48.855513813366045], [2.400850333198721, 48.85552213968062], [2.4008211818246132, 48.85553212846156], [2.4007933955810343, 48.85554369972845], [2.4007671921059703, 48.85555677183218], [2.4007571457754686, 48.855563444145304], [2.400659793107223, 48.855516364968835], [2.400152008942643, 48.85527820310857], [2.400084234098157, 48.85533925552159], [2.3999911767841238, 48.855435159457166], [2.399945530066759, 48.855503146990785], [2.400645502300796, 48.855701389920334], [2.400641510897088, 48.85572326274501], [2.4006404752554173, 48.855745286175576], [2.4006423974381996, 48.85576728125231], [2.400647264527058, 48.85578906804082], [2.4006550319480344, 48.85581049342844], [2.4006656608886248, 48.85583137735074], [2.4006790428042772, 48.855851559179484], [2.400695079990233, 48.85587088373665], [2.400713665356851, 48.855889182306946], [2.4007346190871566, 48.855906328979344], [2.4007577941852207, 48.85592218811451], [2.4007830246679327, 48.85593661588373], [2.400810078504443, 48.85594952298788], [2.4008183011854722, 48.855952818899894], [2.4008266589863996, 48.85595597968646], [2.4008351261063625, 48.85595899712423], [2.4008646285347752, 48.855968161701234], [2.4008952053055124, 48.85597563548075], [2.4009266390768738, 48.855981355318974], [2.4009586969983836, 48.85598530296189], [2.4009911479855703, 48.855987425090184], [2.401023746818496, 48.855987712381925], [2.401056275316918, 48.85598617453716], [2.4010884881577956, 48.85598281122735], [2.401120138344954, 48.85597764909647], [2.401151011466809, 48.85597072574374], [2.4011808861321944, 48.85596209312334], [2.401209532722115, 48.855951807645255], [2.4012367457869184, 48.85593995731761], [2.4012623363971377, 48.855926615841874], [2.401286111153124, 48.855911890173026], [2.4013074853462073, 48.855895070499685], [2.4013265274807694, 48.8558770745], [2.401343088925835, 48.85585802734013], [2.4013570178919594, 48.85583809194282], [2.4013682212226652, 48.855817428826086], [2.4013766154671505, 48.85579618416684], [2.4013821209016646, 48.855774535637515], [2.4013846947751287, 48.85575264580655], [2.4013843254850213, 48.85573069448545], [2.4013810137872724, 48.855708853453415], [2.4013747851028775, 48.855687282921124], [2.401365680855382, 48.85566617375712], [2.4013537852836415, 48.85564566757972], [2.4013391903481898, 48.855625945617], [2.40132199536052, 48.85560714236773], [2.4013023618977325, 48.855589429515234], [2.401280412561913, 48.85557293088247], [2.4012563407899212, 48.855557773344714], [2.401230334566981, 48.855544083750125], [2.401201644593054, 48.85553159933578], [2.4011713640887615, 48.85552089755574], [2.4011397087375173, 48.85551206672511], [2.4011069651814885, 48.855505187420064], [2.4010747428015424, 48.85550098807255], [2.401042101788242, 48.8554985871149]]], ""type"": ""Polygon""}";48.85565632970486, 2.400773774724668
21;COURS DE VINCENNES;MARCHÉ COURS DE VINCENNES;Alimentaire;12;terre-plein du cours de Vincennes, coté pair, entre le boulevard de Picpus et la rue du Docteur Arnold-Netter;mercredi, samedi;0;0;1;0;0;1;0;A;Bensidoun;950.0;07:00;13:30;07:00;14:30;;;"{""coordinates"": [[[2.4060602284000883, 48.847221185123985], [2.406048529935882, 48.84722057574355], [2.4060434985960844, 48.847220604726594], [2.4060351404572398, 48.84722103629211], [2.4059645095117705, 48.84722742357563], [2.405664523608759, 48.84725409787678], [2.4052423977163793, 48.84729151055194], [2.404945749223555, 48.84731762315811], [2.404572328974221, 48.84735083110252], [2.4042039886164934, 48.84738329783009], [2.4036996265261994, 48.847427749357465], [2.4036058242229688, 48.847436014526316], [2.4035493796585223, 48.84744096648339], [2.40334510079069, 48.847459071766345], [2.403295876129513, 48.84746338959122], [2.4032445548254784, 48.847467898393255], [2.402916281647745, 48.847496757638105], [2.40259430294073, 48.847525208529184], [2.4025048465812016, 48.84753305655118], [2.4023962614794194, 48.847542507839535], [2.402338250368023, 48.847547748187765], [2.402058356438911, 48.84757250376895], [2.4016921114513767, 48.84760520347929], [2.401279326285867, 48.847641795412954], [2.4008941976777245, 48.84767566357352], [2.40047632916271, 48.84771231811959], [2.4003240368259626, 48.84772563157054], [2.400122875023264, 48.847743486169406], [2.399767226874837, 48.8477749776281], [2.3993327075791875, 48.847813382927036], [2.399263690016442, 48.847819629563524], [2.399251466318008, 48.84782225815374], [2.399244399798898, 48.84782517704871], [2.39923732302163, 48.8478296949432], [2.3992323119258283, 48.84783469986759], [2.3992294160323393, 48.84783932419407], [2.399227780360581, 48.84784420846647], [2.39922745700738, 48.8478492072511], [2.399228892943634, 48.84785762971701], [2.399237701183586, 48.84790611405157], [2.3992429358498892, 48.84793396364979], [2.399244381309096, 48.847938605278706], [2.3992473309599203, 48.847943384866916], [2.3992521533587046, 48.847948129790204], [2.399259653944365, 48.847952714585624], [2.399267260073405, 48.84795559113807], [2.3992748937829136, 48.847957257298106], [2.3992821344156057, 48.84795791330829], [2.39935153467021, 48.84795217491857], [2.3994070947484345, 48.8479473158309], [2.399817078662439, 48.84791137012582], [2.400147019373167, 48.84788233886988], [2.4005079673423393, 48.847850627315346], [2.400735614822287, 48.84783063476577], [2.4007599199874448, 48.8478284901324], [2.4009091205776083, 48.84781541156508], [2.4013120153935126, 48.84777931192663], [2.4017189300344612, 48.847743766150394], [2.4020885682361324, 48.847710902544904], [2.40216268412131, 48.8477043317068], [2.4021869890760845, 48.84770219487702], [2.4024094455497473, 48.84768260669682], [2.402463342586538, 48.84767786379445], [2.402962409428228, 48.847633825434706], [2.403326650057351, 48.84760177017047], [2.403443435499351, 48.84759127070941], [2.4036310954070212, 48.84757472194139], [2.4036752907120222, 48.847570739551834], [2.4037338337382184, 48.84756568647379], [2.404246155221612, 48.847520519877676], [2.4046084472378144, 48.84748867764972], [2.4049710644395406, 48.847456600312604], [2.4052677684020622, 48.847430352116355], [2.4057118161473525, 48.84739109215067], [2.4060626215786782, 48.847360330645955], [2.4060680122854587, 48.84735926019565], [2.406075279138554, 48.8473574957641], [2.406082342626287, 48.847355401159064], [2.406090830306207, 48.847352333327876], [2.4060988805498007, 48.847348788465766], [2.4061064357997233, 48.847344795066476], [2.406113431675208, 48.84734038248918], [2.4061198187432535, 48.84733558376464], [2.406125548892658, 48.84733043552772], [2.4061305753438593, 48.8473249771178], [2.406134863550358, 48.84731925063314], [2.406137738363452, 48.84731450642187], [2.4061401062981456, 48.84730963918104], [2.4061419520480816, 48.84730467671473], [2.406143271279566, 48.84729964058591], [2.4061440528051983, 48.84729455592104], [2.4061442949753586, 48.84728944789383], [2.4061439975033654, 48.8472843416847], [2.406143160122929, 48.84727926067559], [2.4061417724663983, 48.84727415804863], [2.406140476501745, 48.84726973848628], [2.4061382370660636, 48.847264405893405], [2.4061353036864235, 48.847259222746025], [2.406131694999092, 48.84725422780881], [2.40612744190312, 48.84724945990737], [2.4061215318652978, 48.847244087509175], [2.4061148019608085, 48.84723915262372], [2.406107327880276, 48.84723470958776], [2.406099190836871, 48.84723080647003], [2.406091967952315, 48.8472279970074], [2.406084402264876, 48.847225613935024], [2.406076549446276, 48.84722367461695], [2.4060684706392044, 48.84722219464566], [2.4060602284000883, 48.847221185123985]]], ""type"": ""Polygon""}";48.84758800081864, 2.4026828615415847
30;PARIS RIVE GAUCHE;MARCHÉ PARIS RIVE GAUCHE;Alimentaire;13;Rue Jean Anouilh;vendredi apm;0;0;0;0;1;0;0;A;Bensidoun;106.0;10:00;20:00;;;;;"{""coordinates"": [[[2.3779059142422185, 48.83174018697792], [2.37797901217627, 48.83178030397725], [2.378009476920865, 48.83175597619684], [2.378031719679453, 48.83173820791855], [2.3780341430937826, 48.83173627338746], [2.378054193438521, 48.83172025916463], [2.378107526957653, 48.83167774901909], [2.378222551426742, 48.83158472184996], [2.378378559977843, 48.83167032079744], [2.3784660629216123, 48.831718318889514], [2.3787113065736305, 48.83185287594079], [2.3787925030137127, 48.83189742342217], [2.378829684665129, 48.83186236488095], [2.3786947837982173, 48.831788269397954], [2.378676727380457, 48.83177827624604], [2.378276592154398, 48.831558506471616], [2.378264178026464, 48.831551631017625], [2.378138613830653, 48.83148203708922], [2.378063416243293, 48.83144060786984], [2.3780275285810606, 48.83147851672134], [2.3777833871219642, 48.83167203128669], [2.3779059142422185, 48.83174018697792]]], ""type"": ""Polygon""}";48.83164499356743, 2.378172482406457
